"time","avgResponseTime","level","memory","response","cpu","gpu","responsetime"
1625745487,964.945415500791,1,645.998164059996,964.945415500791,645.998164059996,645.998164059996,645.998164059996
1625745491,862.802830557662,1,2.86769776710316,862.802830557662,2.86769776710316,2.86769776710316,2.86769776710316
1625745496,579.162695194885,1,334.346988929594,579.162695194885,334.346988929594,334.346988929594,334.346988929594
1625745501,24.7687213794795,1,436.453848259896,24.7687213794795,436.453848259896,436.453848259896,436.453848259896
1625745506,24.2085977952511,1,390.496703289209,24.2085977952511,390.496703289209,390.496703289209,390.496703289209
1625745512,952.000719878288,1,157.840719689978,952.000719878288,157.840719689978,157.840719689978,157.840719689978
1625745517,588.578748115185,1,751.963547150424,588.578748115185,751.963547150424,751.963547150424,751.963547150424
1625745522,837.800024444342,1,669.072676163488,837.800024444342,669.072676163488,669.072676163488,669.072676163488
1625745527,672.251782580414,1,114.481565480546,672.251782580414,114.481565480546,114.481565480546,114.481565480546
1625745532,954.607144047944,1,324.732500758828,954.607144047944,324.732500758828,324.732500758828,324.732500758828
1625745537,96.5652687122847,1,589.022567425197,96.5652687122847,589.022567425197,589.022567425197,589.022567425197
1625745542,10.4417853564419,1,803.714267754837,10.4417853564419,803.714267754837,803.714267754837,803.714267754837
1625745547,412.667803619147,1,911.880357616954,412.667803619147,911.880357616954,911.880357616954,911.880357616954
1625745552,804.60984464708,1,216.109858411932,804.60984464708,216.109858411932,216.109858411932,216.109858411932
1625745557,601.411732912607,1,701.756938028192,601.411732912607,701.756938028192,701.756938028192,701.756938028192
1625745562,666.479303517248,1,689.262034889264,666.479303517248,689.262034889264,689.262034889264,689.262034889264
1625745568,994.688703758851,1,663.905108881033,994.688703758851,663.905108881033,663.905108881033,663.905108881033
1625745572,132.839587101736,1,577.470254651166,132.839587101736,577.470254651166,577.470254651166,577.470254651166
1625745577,866.072432282664,1,298.29132507719,866.072432282664,298.29132507719,298.29132507719,298.29132507719
1625745582,923.45920382473,1,104.833454978307,923.45920382473,104.833454978307,104.833454978307,104.833454978307
1625745587,63.1984720896623,1,886.016850014737,63.1984720896623,886.016850014737,886.016850014737,886.016850014737
1625745592,238.479357380788,1,285.156309270841,238.479357380788,285.156309270841,285.156309270841,285.156309270841
1625745597,177.176981549011,1,318.568012169771,177.176981549011,318.568012169771,318.568012169771,318.568012169771
1625745602,843.393753046792,1,199.741856813377,843.393753046792,199.741856813377,199.741856813377,199.741856813377
1625745607,972.733047949614,1,663.678035478068,972.733047949614,663.678035478068,663.678035478068,663.678035478068
1625745612,86.3539165070669,1,64.3772221225014,86.3539165070669,64.3772221225014,64.3772221225014,64.3772221225014
1625745617,309.547282949175,1,398.620596629785,309.547282949175,398.620596629785,398.620596629785,398.620596629785
1625745622,557.820307686664,1,220.145120406968,557.820307686664,220.145120406968,220.145120406968,220.145120406968
1625745627,258.906006360817,1,608.686446723084,258.906006360817,608.686446723084,608.686446723084,608.686446723084
1625745632,344.190939449055,1,56.2490751327054,344.190939449055,56.2490751327054,56.2490751327054,56.2490751327054
1625745637,14.3665443910628,1,470.617308934032,14.3665443910628,470.617308934032,470.617308934032,470.617308934032
1625745643,925.645554221296,1,562.328837328342,925.645554221296,562.328837328342,562.328837328342,562.328837328342
1625745648,980.425571790778,1,296.203589921507,980.425571790778,296.203589921507,296.203589921507,296.203589921507
1625745653,545.333003310636,1,436.399357961578,545.333003310636,436.399357961578,436.399357961578,436.399357961578
1625745657,834.497539260027,1,781.541782837789,834.497539260027,781.541782837789,781.541782837789,781.541782837789
1625745662,44.1169738877739,1,494.329147334321,44.1169738877739,494.329147334321,494.329147334321,494.329147334321
1625745667,645.844664579696,1,827.162070584996,645.844664579696,827.162070584996,827.162070584996,827.162070584996
1625745672,564.919790500957,1,167.563849955734,564.919790500957,167.563849955734,167.563849955734,167.563849955734
1625745677,317.049388091664,1,1.07386873114002,317.049388091664,1.07386873114002,1.07386873114002,1.07386873114002
1625745682,426.42911827563,1,595.608468436015,426.42911827563,595.608468436015,595.608468436015,595.608468436015
1625745687,721.412146480864,1,1.55531173210943,721.412146480864,1.55531173210943,1.55531173210943,1.55531173210943
1625745692,731.34766970468,1,754.736210311245,731.34766970468,754.736210311245,754.736210311245,754.736210311245
1625745697,241.142784172408,1,133.178339975341,241.142784172408,133.178339975341,133.178339975341,133.178339975341
1625745702,683.885244198036,1,78.7550301490905,683.885244198036,78.7550301490905,78.7550301490905,78.7550301490905
1625745707,779.870730661034,1,85.1848844217612,779.870730661034,85.1848844217612,85.1848844217612,85.1848844217612
1625745712,59.854258170247,1,563.814483492508,59.854258170247,563.814483492508,563.814483492508,563.814483492508
1625745717,307.926188804931,1,146.105240401295,307.926188804931,146.105240401295,146.105240401295,146.105240401295
1625745723,106.200275824621,1,677.684935682206,106.200275824621,677.684935682206,677.684935682206,677.684935682206
1625745728,194.772609101977,1,305.759500311132,194.772609101977,305.759500311132,305.759500311132,305.759500311132
1625745733,291.363422782656,1,863.320328748058,291.363422782656,863.320328748058,863.320328748058,863.320328748058
1625745738,850.245989662078,1,591.950193847434,850.245989662078,591.950193847434,591.950193847434,591.950193847434
1625745743,620.44354464267,1,713.58346292895,620.44354464267,713.58346292895,713.58346292895,713.58346292895
1625745748,910.861213505458,1,23.811335871034,910.861213505458,23.811335871034,23.811335871034,23.811335871034
1625745753,647.266138453474,1,253.650675878796,647.266138453474,253.650675878796,253.650675878796,253.650675878796
1625745758,510.976447502005,1,999.619030088892,510.976447502005,999.619030088892,999.619030088892,999.619030088892
1625745762,227.285383145504,1,282.829810692016,227.285383145504,282.829810692016,282.829810692016,282.829810692016
1625745767,228.29359489201,1,989.714705905326,228.29359489201,989.714705905326,989.714705905326,989.714705905326
1625745772,469.601099364495,1,559.45352192253,469.601099364495,559.45352192253,559.45352192253,559.45352192253
1625745777,511.865311628019,1,493.985595531775,511.865311628019,493.985595531775,493.985595531775,493.985595531775
1625745782,162.624276948493,1,250.407548665612,162.624276948493,250.407548665612,250.407548665612,250.407548665612
1625745787,726.954693756172,1,220.162994770452,726.954693756172,220.162994770452,220.162994770452,220.162994770452
1625745792,206.138311024923,1,578.102963574417,206.138311024923,578.102963574417,578.102963574417,578.102963574417
1625745798,88.8541786100558,1,919.227845167331,88.8541786100558,919.227845167331,919.227845167331,919.227845167331
1625745803,713.336649251477,1,877.810981682219,713.336649251477,877.810981682219,877.810981682219,877.810981682219
1625745808,426.841323222827,1,805.779773188342,426.841323222827,805.779773188342,805.779773188342,805.779773188342
1625745813,521.157901753498,1,300.880968483431,521.157901753498,300.880968483431,300.880968483431,300.880968483431
1625745818,905.182668947484,1,725.771737827077,905.182668947484,725.771737827077,725.771737827077,725.771737827077
1625745823,827.804394806594,1,466.214760435845,827.804394806594,466.214760435845,466.214760435845,466.214760435845
1625745828,31.4701958560832,1,396.110562598834,31.4701958560832,396.110562598834,396.110562598834,396.110562598834
1625745833,665.255572814873,1,353.356374771203,665.255572814873,353.356374771203,353.356374771203,353.356374771203
1625745838,770.188382218655,1,17.9684772160584,770.188382218655,17.9684772160584,17.9684772160584,17.9684772160584
1625745843,405.039827410982,1,353.68301473256,405.039827410982,353.68301473256,353.68301473256,353.68301473256
1625745848,633.490790603771,1,199.061625118158,633.490790603771,199.061625118158,199.061625118158,199.061625118158
1625745852,621.294741768071,1,437.584591066154,621.294741768071,437.584591066154,437.584591066154,437.584591066154
1625745857,789.565162326051,1,453.575470010291,789.565162326051,453.575470010291,453.575470010291,453.575470010291
1625745862,420.641818273702,1,969.45092366874,420.641818273702,969.45092366874,969.45092366874,969.45092366874
1625745867,575.160771555383,1,78.9231689914017,575.160771555383,78.9231689914017,78.9231689914017,78.9231689914017
1625745873,958.665237257558,1,501.133852986357,958.665237257558,501.133852986357,501.133852986357,501.133852986357
1625745878,151.944498921802,1,136.306872131253,151.944498921802,136.306872131253,136.306872131253,136.306872131253
1625745883,853.480671812327,1,418.820216828928,853.480671812327,418.820216828928,418.820216828928,418.820216828928
1625745888,251.067604237752,1,740.433829443775,251.067604237752,740.433829443775,740.433829443775,740.433829443775
1625745893,774.296559174881,1,206.577062146985,774.296559174881,206.577062146985,206.577062146985,206.577062146985
1625745898,117.015720138148,1,249.165169108564,117.015720138148,249.165169108564,249.165169108564,249.165169108564
1625745903,713.923530081013,1,248.967671198782,713.923530081013,248.967671198782,248.967671198782,248.967671198782
1625745908,516.457545971714,1,45.9142379835055,516.457545971714,45.9142379835055,45.9142379835055,45.9142379835055
1625745913,576.413608404482,1,29.9709685172983,576.413608404482,29.9709685172983,29.9709685172983,29.9709685172983
1625745918,412.003184199649,1,938.959828229281,412.003184199649,938.959828229281,938.959828229281,938.959828229281
1625745923,342.576310478856,1,628.973496602741,342.576310478856,628.973496602741,628.973496602741,628.973496602741
1625745928,21.7585145684835,1,228.31757510506,21.7585145684835,228.31757510506,228.31757510506,228.31757510506
1625745933,475.811435009102,1,977.977262947454,475.811435009102,977.977262947454,977.977262947454,977.977262947454
1625745938,166.169019452089,1,881.365261750611,166.169019452089,881.365261750611,881.365261750611,881.365261750611
1625745943,547.931752687444,1,166.634215571941,547.931752687444,166.634215571941,166.634215571941,166.634215571941
1625745948,232.361024111644,1,135.115210362665,232.361024111644,135.115210362665,135.115210362665,135.115210362665
1625745953,589.464413021749,1,480.662800409443,589.464413021749,480.662800409443,480.662800409443,480.662800409443
1625745958,717.112668463447,1,31.0649778749271,717.112668463447,31.0649778749271,31.0649778749271,31.0649778749271
1625745963,81.977838276734,1,980.132599253289,81.977838276734,980.132599253289,980.132599253289,980.132599253289
1625745968,112.447275226881,1,666.256033843763,112.447275226881,666.256033843763,666.256033843763,666.256033843763
1625745973,132.575083951925,1,490.649122984121,132.575083951925,490.649122984121,490.649122984121,490.649122984121
1625745978,107.989240798422,1,292.974387748069,107.989240798422,292.974387748069,292.974387748069,292.974387748069
1625745983,414.734429825664,1,444.395091460002,414.734429825664,444.395091460002,444.395091460002,444.395091460002
1625745988,452.635297196859,1,254.008337728177,452.635297196859,254.008337728177,254.008337728177,254.008337728177
1625745993,277.705843759431,1,199.164560767087,277.705843759431,199.164560767087,199.164560767087,199.164560767087
1625745998,861.370763996266,1,238.230105252228,861.370763996266,238.230105252228,238.230105252228,238.230105252228
1625746003,761.850243867639,1,239.974580609386,761.850243867639,239.974580609386,239.974580609386,239.974580609386
1625746009,603.431568440239,1,573.313324487634,603.431568440239,573.313324487634,573.313324487634,573.313324487634
1625746014,493.426896428294,1,65.6842516660513,493.426896428294,65.6842516660513,65.6842516660513,65.6842516660513
1625746019,663.325578215768,1,532.578632416298,663.325578215768,532.578632416298,532.578632416298,532.578632416298
1625746024,843.806329421518,1,946.554884013736,843.806329421518,946.554884013736,946.554884013736,946.554884013736
1625746029,939.962013759036,1,668.34978248403,939.962013759036,668.34978248403,668.34978248403,668.34978248403
1625746033,739.952065543642,1,50.22703032334,739.952065543642,50.22703032334,50.22703032334,50.22703032334
1625746038,920.393075485652,1,444.993080138434,920.393075485652,444.993080138434,444.993080138434,444.993080138434
1625746043,910.936220317599,1,443.680119168814,910.936220317599,443.680119168814,443.680119168814,443.680119168814
1625746048,728.177885082516,1,334.329614019236,728.177885082516,334.329614019236,334.329614019236,334.329614019236
1625746053,595.523555801513,1,36.0104161952175,595.523555801513,36.0104161952175,36.0104161952175,36.0104161952175
1625746058,762.482085484702,1,660.791139160146,762.482085484702,660.791139160146,660.791139160146,660.791139160146
1625746063,155.386969283417,1,808.071245832812,155.386969283417,808.071245832812,808.071245832812,808.071245832812
1625746068,188.709881506674,1,903.114395826575,188.709881506674,903.114395826575,903.114395826575,903.114395826575
1625746073,114.845696718311,1,435.048086526651,114.845696718311,435.048086526651,435.048086526651,435.048086526651
1625746079,956.323378523241,1,636.223795575047,956.323378523241,636.223795575047,636.223795575047,636.223795575047
1625746084,749.309667740461,1,229.898568324816,749.309667740461,229.898568324816,229.898568324816,229.898568324816
1625746089,461.769821757866,1,547.063312121044,461.769821757866,547.063312121044,547.063312121044,547.063312121044
1625746094,979.656826010756,1,880.406612448186,979.656826010756,880.406612448186,880.406612448186,880.406612448186
1625746099,366.95766832513,1,900.448940738302,366.95766832513,900.448940738302,900.448940738302,900.448940738302
1625746104,397.981436573171,1,709.637553659187,397.981436573171,709.637553659187,709.637553659187,709.637553659187
1625746109,864.976274355193,1,837.593206787015,864.976274355193,837.593206787015,837.593206787015,837.593206787015
1625746113,291.567348055308,1,726.221668731346,291.567348055308,726.221668731346,726.221668731346,726.221668731346
1625746118,58.8425514041195,1,35.9991136249887,58.8425514041195,35.9991136249887,35.9991136249887,35.9991136249887
1625746123,477.225668655227,1,942.643355068699,477.225668655227,942.643355068699,942.643355068699,942.643355068699
1625746128,305.706915063738,1,573.251751747395,305.706915063738,573.251751747395,573.251751747395,573.251751747395
1625746133,178.581482874078,1,800.206075289187,178.581482874078,800.206075289187,800.206075289187,800.206075289187
1625746138,863.513049336883,1,550.298968932248,863.513049336883,550.298968932248,550.298968932248,550.298968932248
1625746144,536.410846347231,1,850.336187096923,536.410846347231,850.336187096923,850.336187096923,850.336187096923
1625746149,960.556911789267,1,826.675061445396,960.556911789267,826.675061445396,826.675061445396,826.675061445396
1625746154,239.258589598909,1,483.265305287518,239.258589598909,483.265305287518,483.265305287518,483.265305287518
1625746159,257.332330074772,1,488.482229461583,257.332330074772,488.482229461583,488.482229461583,488.482229461583
1625746164,191.472662479353,1,674.898768938826,191.472662479353,674.898768938826,674.898768938826,674.898768938826
1625746169,366.709408370462,1,750.621513580564,366.709408370462,750.621513580564,750.621513580564,750.621513580564
1625746174,732.259887545405,1,726.968682798072,732.259887545405,726.968682798072,726.968682798072,726.968682798072
1625746179,690.720373897947,1,431.703775559632,690.720373897947,431.703775559632,431.703775559632,431.703775559632
1625746184,206.81799608972,1,418.644026334302,206.81799608972,418.644026334302,418.644026334302,418.644026334302
1625746189,883.500177498106,1,930.343557134852,883.500177498106,930.343557134852,930.343557134852,930.343557134852
1625746193,334.064555123091,1,62.0074949636503,334.064555123091,62.0074949636503,62.0074949636503,62.0074949636503
1625746198,89.3501151002089,1,475.337867760336,89.3501151002089,475.337867760336,475.337867760336,475.337867760336
1625746203,870.633428473896,1,679.719322821994,870.633428473896,679.719322821994,679.719322821994,679.719322821994
1625746208,77.1860191095695,1,972.879883779068,77.1860191095695,972.879883779068,972.879883779068,972.879883779068
1625746214,233.929123194037,1,999.40367618017,233.929123194037,999.40367618017,999.40367618017,999.40367618017
1625746219,108.152186942507,1,887.898589281943,108.152186942507,887.898589281943,887.898589281943,887.898589281943
1625746224,605.035147790773,1,612.571248028764,605.035147790773,612.571248028764,612.571248028764,612.571248028764
1625746229,957.90202210093,1,583.420613895264,957.90202210093,583.420613895264,583.420613895264,583.420613895264
1625746234,312.702323199683,1,481.116194157161,312.702323199683,481.116194157161,481.116194157161,481.116194157161
1625746239,860.570929135746,1,414.214043636374,860.570929135746,414.214043636374,414.214043636374,414.214043636374
1625746244,120.661013344541,1,824.603139159373,120.661013344541,824.603139159373,824.603139159373,824.603139159373
1625746249,155.020198765331,1,594.718252698189,155.020198765331,594.718252698189,594.718252698189,594.718252698189
1625746254,160.897275351533,1,197.824201995613,160.897275351533,197.824201995613,197.824201995613,197.824201995613
1625746259,268.365664900056,1,605.330993654964,268.365664900056,605.330993654964,605.330993654964,605.330993654964
1625746264,324.71969565722,1,509.714502240452,324.71969565722,509.714502240452,509.714502240452,509.714502240452
1625746269,55.5979200457817,1,287.587820544478,55.5979200457817,287.587820544478,287.587820544478,287.587820544478
1625746275,731.461590129635,1,659.049754480319,731.461590129635,659.049754480319,659.049754480319,659.049754480319
1625746279,881.35313375367,1,132.822286386245,881.35313375367,132.822286386245,132.822286386245,132.822286386245
1625746284,622.175803032455,1,14.9204910089576,622.175803032455,14.9204910089576,14.9204910089576,14.9204910089576
1625746289,650.331707692589,1,868.859294168118,650.331707692589,868.859294168118,868.859294168118,868.859294168118
1625746294,493.974993061335,1,874.414903948929,493.974993061335,874.414903948929,874.414903948929,874.414903948929
1625746299,1.8385272439414,1,776.614247374848,1.8385272439414,776.614247374848,776.614247374848,776.614247374848
1625746304,211.664181622553,1,338.006108368452,211.664181622553,338.006108368452,338.006108368452,338.006108368452
1625746309,332.408011763453,1,157.716890175685,332.408011763453,157.716890175685,157.716890175685,157.716890175685
1625746314,59.5435874709283,1,384.711375912207,59.5435874709283,384.711375912207,384.711375912207,384.711375912207
1625746319,215.083668834107,1,663.147006122901,215.083668834107,663.147006122901,663.147006122901,663.147006122901
1625746324,470.890090965839,1,762.17879505452,470.890090965839,762.17879505452,762.17879505452,762.17879505452
1625746329,176.869511045424,1,372.178502041689,176.869511045424,372.178502041689,372.178502041689,372.178502041689
1625746334,379.448337581318,1,167.593586588757,379.448337581318,167.593586588757,167.593586588757,167.593586588757
1625746339,975.013026020666,1,374.625703531632,975.013026020666,374.625703531632,374.625703531632,374.625703531632
1625746345,550.686945734454,1,947.94012200751,550.686945734454,947.94012200751,947.94012200751,947.94012200751
1625746350,291.591774499795,1,404.540474207807,291.591774499795,404.540474207807,404.540474207807,404.540474207807
1625746355,785.644707261341,1,635.088457357092,785.644707261341,635.088457357092,635.088457357092,635.088457357092
1625746360,723.459579832529,1,750.315774902677,723.459579832529,750.315774902677,750.315774902677,750.315774902677
1625746365,852.566260349739,1,322.905208364739,852.566260349739,322.905208364739,322.905208364739,322.905208364739
1625746369,675.692125035749,1,127.931990652345,675.692125035749,127.931990652345,127.931990652345,127.931990652345
1625746374,337.499689073954,1,538.748587940406,337.499689073954,538.748587940406,538.748587940406,538.748587940406
1625746379,131.603864113608,1,557.281505285253,131.603864113608,557.281505285253,557.281505285253,557.281505285253
1625746384,151.509508508352,1,537.056813821752,151.509508508352,537.056813821752,537.056813821752,537.056813821752
1625746389,647.168300754112,1,85.694498434128,647.168300754112,85.694498434128,85.694498434128,85.694498434128
1625746394,166.690944131749,1,103.158036459737,166.690944131749,103.158036459737,103.158036459737,103.158036459737
1625746399,443.861633386127,1,720.661165180191,443.861633386127,720.661165180191,720.661165180191,720.661165180191
1625746404,743.914999820212,1,83.9281483442539,743.914999820212,83.9281483442539,83.9281483442539,83.9281483442539
1625746409,308.792068006873,1,381.121307257667,308.792068006873,381.121307257667,381.121307257667,381.121307257667
1625746414,770.982427461636,1,119.632607749625,770.982427461636,119.632607749625,119.632607749625,119.632607749625
1625746420,577.326597074672,1,472.518694400903,577.326597074672,472.518694400903,472.518694400903,472.518694400903
1625746425,150.027098985164,1,927.466688024692,150.027098985164,927.466688024692,927.466688024692,927.466688024692
1625746430,709.758684209126,1,707.163322350102,709.758684209126,707.163322350102,707.163322350102,707.163322350102
1625746435,497.629520550668,1,49.3396632651099,497.629520550668,49.3396632651099,49.3396632651099,49.3396632651099
1625746440,583.976600306961,1,603.506014047531,583.976600306961,603.506014047531,603.506014047531,603.506014047531
1625746445,580.839617886345,1,119.839133549466,580.839617886345,119.839133549466,119.839133549466,119.839133549466
1625746450,330.320150660365,1,234.026768228311,330.320150660365,234.026768228311,234.026768228311,234.026768228311
1625746455,778.455956716181,1,408.69487422947,778.455956716181,408.69487422947,408.69487422947,408.69487422947
1625746459,318.20289826875,1,983.016260236062,318.20289826875,983.016260236062,983.016260236062,983.016260236062
1625746464,591.378373427632,1,947.195216483592,591.378373427632,947.195216483592,947.195216483592,947.195216483592
1625746469,267.606554827284,1,507.159131074714,267.606554827284,507.159131074714,507.159131074714,507.159131074714
1625746474,31.1838565497503,1,839.77680271549,31.1838565497503,839.77680271549,839.77680271549,839.77680271549
1625746479,668.824252293277,1,651.203001962804,668.824252293277,651.203001962804,651.203001962804,651.203001962804
1625746484,85.4329276402822,1,98.4158997323878,85.4329276402822,98.4158997323878,98.4158997323878,98.4158997323878
1625746490,33.0662971741522,1,598.940491740806,33.0662971741522,598.940491740806,598.940491740806,598.940491740806
1625746495,525.387198541995,1,304.632179921798,525.387198541995,304.632179921798,304.632179921798,304.632179921798
1625746500,512.598325743099,1,80.18604954923,512.598325743099,80.18604954923,80.18604954923,80.18604954923
1625746505,111.220879954437,1,716.129721511267,111.220879954437,716.129721511267,716.129721511267,716.129721511267
1625746510,185.433032030916,1,504.466436463246,185.433032030916,504.466436463246,504.466436463246,504.466436463246
1625746515,926.478198016893,1,784.728207429965,926.478198016893,784.728207429965,784.728207429965,784.728207429965
1625746520,625.345360834257,1,651.959781125068,625.345360834257,651.959781125068,651.959781125068,651.959781125068
1625746525,693.132610696575,1,959.788211137118,693.132610696575,959.788211137118,959.788211137118,959.788211137118
1625746530,117.852832715871,1,175.130497173008,117.852832715871,175.130497173008,175.130497173008,175.130497173008
1625746535,677.424938457386,1,715.440736620505,677.424938457386,715.440736620505,715.440736620505,715.440736620505
1625746540,147.149678371672,1,6.96501256862847,147.149678371672,6.96501256862847,6.96501256862847,6.96501256862847
1625746544,281.6181575843,1,887.349561011659,281.6181575843,887.349561011659,887.349561011659,887.349561011659
